DLMF: 1.11 Zeros of Polynomials
sign, number, 0.4141821281916935
sign, Descartes, 0.4567657360110978
sign, Rule, 0.4567657360453948
sign, Signs Keywords, 0.4567657368036847
sign, positive zeros, 0.4571594977808227
sign, Annotations, 0.4885124754408506
sign, number, 0.4885715306968552
sign, real coefficients, 0.48926504858034003
sign, polynomials, 0.4920634920634921
sign, monic, 0.4920658234355216
sign, coefficient, 0.4920849164092139
sign, power, 0.49245725383449407
sign, polynomial, 0.5008506398419856
sign, odd degree, 0.5218253968253969
sign, similar relation, 0.541318039901861
sign, same parity, 0.5791602391831622
sign, real coefficients, 0.5886867655226788
sign, number, 0.6640200079095552
sign, constant term, 0.6675717322171946
sign, change, 0.6801706686958598
sign, numbers, 0.6948609741050589
sign, coefficients, 0.75271356784046
sign, times, 0.7623433306676551
sign, changes, 0.7920122144757643
sign, coefficients, 0.8988411666104427
a_j, Keywords, 0.4920634920634921
a_j, Criterion, 0.4920634920634921
a_j, Hurwitz, 0.4920634920634921
a_j, integer, 0.49206349206476907
a_j, column vector, 0.4964570659527389
a_j, Symbols, 0.5079365079365079
a_j, Encodings, 0.5079365079365079
a_j, Permalink, 0.5079365079365079
a_j, quantities, 0.5079365079365079
a_j, determinant, 0.5079365079365079
a_j, Symbols, 0.5079365079365079
a_j, determinant, 0.5079365079365088
a_j, quantities, 0.5079365087303718
a_j, Permalink, 0.507936511387386
a_j, Encodings, 0.507936563150558
a_j, Annotations, 0.5238095238095238
a_j, Annotations, 0.5238095238095238
a_j, Annotations, 0.5238309481552457
a_j, members, 0.6675717322171946
a_j, sequence, 0.8630942442827777
a_n, pp., 0.5
a_n, Foote, 0.5
a_n, Dummit, 0.5
a_n, Notes, 0.5
a_n, Keywords, 0.5
a_n, Degrees, 0.5
a_n, Polynomials, 0.5
a_n, Annotations, 0.5000000001727747
a_n, Encodings, 0.5000002032291482
a_n, Permalink, 0.5000023313720295
a_n, nonnegative integer, 0.5000072660900298
a_n, integer, 0.5242032855805258
a_n, integer, 0.5325966715880174
a_n, symmetric functions, 0.6223945031733412
a_n, Symbols, 0.8055775946578343
a_n, zeros, 0.8055775946578343
a_n, stable iff, 0.8357329961656145
</mi><mo>=</mo><mrow><mo href="./1.3#i">|</mo><mtable columnspacing="5pt" rowspacing="0pt"><mtr><mtd columnalign="center"><msub><mi>a, sequence, 0.4920634920634921
</mi><mo>=</mo><mrow><mo href="./1.3#i">|</mo><mtable columnspacing="5pt" rowspacing="0pt"><mtr><mtd columnalign="center"><msub><mi>a, members, 0.4920634920634921
